origin country,latitude,longitude,km depth,lower yield,upper yield,purpose,name,type,date
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Handicap,SHAFT,1964
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Pike,SHAFT,1964
USSR,49.7,78.0,0.0,20.0,150.0,Weapons effects testing,Nan,TUNNEL,1964
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Hook,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sturgeon,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bogey,SHAFT,1964
USA,37.1,-116.1,0.0,20.0,200.0,Weapons related,Turf,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Pipefish,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Driver,SHAFT,1964
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Backswing,SHAFT,1964
USA,37.0,-116.1,0.0,0.0,20.0,Weapons related,Minnow,SHAFT,1964
USSR,49.9,78.3,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1964
USSR,50.0,78.0,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1964
USA,37.2,-116.1,0.0,0.0,20.0,Unknown classification,Ace,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bitterling,SHAFT,1964
FRANCE,24.067,5.034,0.0,0.0,5.0,Unknown classification,Topaze,GALLERY,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Duffer,SHAFT,1964
USA,37.1,-116.1,0.0,0.0,20.0,Weapons related,Fade,SHAFT,1964
USA,37.2,-116.1,0.0,0.0,20.0,Unknown classification,Dub,SHAFT,1964
USA,37.2,-116.1,0.0,20.0,200.0,Weapons related,Bye,SHAFT,1964
UK,37.0,-116.0,0.0,0.0,20.0,Weapons related,Cormorant,SHAFT,1964
USSR,49.9,78.1,0.0,20.0,150.0,Flight (missile) system tests,Nan,TUNNEL,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Links,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Trogon,SHAFT,1964
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1964
USA,37.2,-116.1,0.0,4.4,4.4,Weapons related,Alva,SHAFT,1964
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Canvasback,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Player,SHAFT,1964
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Haddock,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Guanay,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Spoon,SHAFT,1964
USSR,72.9,55.2,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1964
UK,37.0,-116.0,0.0,0.0,0.0,Weapons related,Courser,SHAFT,1964
USSR,50.0,78.0,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Auk,SHAFT,1964
USA,37.0,-116.0,0.0,38.0,38.0,Unknown classification,Par,SHAFT,1964
CHINA,41.5,89.0,0.0,22.0,22.0,Weapons related,Nan,TOWER,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Barbelturnstone,SHAFT,1964
USA,31.0,-89.0,0.0,5.3,5.3,Unknown classification,Salmon,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Garden,SHAFT,1964
USSR,73.5,53.7,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Forest,SHAFT,1964
USA,37.2,-116.1,0.0,12.0,12.0,Unknown classification,Handcar,SHAFT,1964
USSR,49.7,78.0,0.0,20.0,150.0,Peaceful nuclear explosion,Nan,TUNNEL,1964
FRANCE,24.042,5.041,0.0,0.0,20.0,Weapons related,Turquoise,GALLERY,1964
USA,37.1,-116.1,0.0,20.0,200.0,Weapons related,Crepe,SHAFT,1964
USA,37.1,-116.1,0.0,0.0,20.0,Weapons related,Drill,SHAFT,1964
USA,37.0,-116.0,0.0,1.3,1.3,Weapons related,Parrot,SHAFT,1964
USA,37.0,-116.1,0.0,2.7,2.7,Weapons effects testing,Mudpack,SHAFT,1964
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Cassowaryhoopoe,SHAFT,1964
USA,37.0,-116.3,0.0,0.092,0.092,Unknown classification,Sulky,SHAFT,1964
USA,37.07,-116.01,0.0,0.0,20.0,Weapons related,Wool,SHAFT,1965
USSR,49.88,78.96,0.0,140.0,140.0,Peaceful nuclear explosion,Chagan,SHAFT,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Tern,SHAFT,1965
USSR,50.0,78.0,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1965
USA,37.07,-116.03,0.0,0.0,20.0,Weapons related,Cashmere,SHAFT,1965
USA,37.0,-116.0,0.0,0.33,0.33,Weapons related,Alpaca,SHAFT,1965
USA,36.99,-116.0,0.0,10.1,10.1,Weapons related,Merlin,SHAFT,1965
USA,36.72,-115.94,0.0,0.0,20.0,Weapons effects testing,Wishbone,SHAFT,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Seersucker,SHAFT,1965
FRANCE,24.16,5.03,0.0,0.0,150.0,Weapons related,Saphir,GALLERY,1965
USSR,49.81,78.13,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1965
USA,37.01,-116.08,0.0,20.0,200.0,Weapons related,Wagtail,SHAFT,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Suede,SHAFT,1965
USA,37.11,-116.09,0.0,20.0,200.0,Weapons related,Cup,SHAFT,1965
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1965
USSR,53.0,56.0,0.0,2.3,2.3,Peaceful nuclear explosion,Butan 1+2,SHAFT,1965
USA,36.95,-116.08,0.0,0.0,20.0,Weapons related,Kestrel,SHAFT,1965
USA,37.26,-116.54,0.0,4.3,4.3,Unknown classification,Palanquin,CRATER,1965
USA,36.97,-116.23,0.0,0.0,20.0,Weapons effects testing,Gum Drop,TUNNEL,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Chenille,SHAFT,1965
USA,36.96,-115.94,0.0,0.0,20.0,Weapons related,Muscovy,SHAFT,1965
USA,37.14,-116.1,0.0,7.0,7.0,Weapons effects testing,Tee,SHAFT,1965
USSR,49.79,78.12,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1965
USA,37.2,-116.5,0.0,0.0,20.0,Weapons related,Buteo,SHAFT,1965
CHINA,41.5,89.0,0.0,35.0,35.0,Weapons related,Nan,AIRDROP,1965
USA,37.07,-116.05,0.0,0.0,20.0,Weapons related,Scaup,SHAFT,1965
USA,37.0,-116.0,0.0,0.75,0.75,Weapons related,Cambrio,SHAFT,1965
USA,37.07,-116.04,0.0,0.0,20.0,Weapons related,Tweed,SHAFT,1965
FRANCE,24.0,5.0,0.0,0.0,5.0,Weapons related,Jade,GALLERY,1965
USSR,53.0,56.0,0.0,7.6,7.6,Peaceful nuclear explosion,Butan,SHAFT,1965
USA,37.0,-116.05,0.0,1.3,1.3,Weapons related,Petrel,SHAFT,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Organdy,SHAFT,1965
USA,36.83,-116.06,0.0,0.0,20.0,Weapons effects testing,Diluted Waters,SHAFT,1965
USSR,49.83,78.17,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Tinytot,TUNNEL,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Izzep.,SHAFT,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Pongee,SHAFT,1965
USA,37.06,-116.03,0.0,20.0,200.0,Weapons related,Bronze,SHAFT,1965
USSR,50.4,77.9,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1965
USA,37.02,-116.11,0.0,0.0,20.0,Weapons related,Mauve,SHAFT,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Ticking,SHAFT,1965
USA,37.08,-116.04,0.0,0.0,20.0,Weapons related,Centaur,SHAFT,1965
USA,36.98,-115.99,0.0,0.0,20.0,Weapons related,Moa/Screamer,SHAFT,1965
UK,36.98,-115.99,0.0,20.0,200.0,Weapons related,Charcoal,SHAFT,1965
USSR,49.78,78.15,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1965
USA,37.06,-116.02,0.0,0.0,20.0,Weapons related,Elkhart,SHAFT,1965
FRANCE,24.0,5.0,0.0,0.0,5.0,Weapons related,Corindon,GALLERY,1965
USSR,49.92,78.17,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1965
USSR,50.0,78.0,0.0,1.1,1.1,Peaceful nuclear explosion,Sary-Uzen,SHAFT,1965
USA,51.61,179.22,0.0,80.0,80.0,Unknown classification,Long Shot,SHAFT,1965
USA,37.03,-116.01,0.0,0.0,20.0,Weapons related,Sepia,SHAFT,1965
USSR,49.86,78.04,0.0,29.0,29.0,Weapons related,Nan,TUNNEL,1965
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Kermet,SHAFT,1965
FRANCE,24.04,5.03,0.0,0.0,20.0,Weapons related,Tourmaline,GALLERY,1965
USA,37.13,-116.02,0.0,20.0,200.0,Weapons related,Corduroy,SHAFT,1965
USA,37.08,-116.03,0.0,0.0,20.0,Weapons related,Emerson,SHAFT,1965
USA,37.02,-116.05,0.0,20.0,200.0,Weapons effects testing,Buff,SHAFT,1965
USSR,49.9,78.1,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1965
USA,37.17,-116.02,0.0,0.0,20.0,Weapons effects testing,Maxwell,SHAFT,1966
USA,37.1,-116.05,0.0,20.0,200.0,Weapons effects testing,Lampblack,SHAFT,1966
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Sienna,SHAFT,1966
USA,37.03,-115.97,0.0,0.0,20.0,Weapons effects testing,Dovekie,SHAFT,1966
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Reo,SHAFT,1966
USA,37.07,-116.1,0.0,0.0,20.0,Weapons effects testing,Plaid Ii,SHAFT,1966
USSR,49.77,78.1,0.0,125.0,125.0,Peaceful nuclear explosion,Nan,TUNNEL,1966
FRANCE,24.0,5.0,0.0,0.0,20.0,Weapons related,Grenat,GALLERY,1966
USA,37.17,-116.42,0.0,19.0,19.0,Weapons related,Rex,SHAFT,1966
USA,37.15,-116.11,0.0,0.0,20.0,Weapons effects testing,Redhot,TUNNEL,1966
USA,36.94,-116.13,0.0,0.0,20.0,Weapons related,Finfoot/Cinnamo,SHAFT,1966
USA,37.08,-116.09,0.0,0.0,20.0,Weapons related,Clymer,SHAFT,1966
USA,36.9,-116.15,0.0,0.0,20.0,Weapons related,Purple,SHAFT,1966
USSR,49.72,78.07,0.0,100.0,100.0,Weapons related,Nan,TUNNEL,1966
USA,37.05,-116.16,0.0,0.0,20.0,Unknown classification,Templar,SHAFT,1966
USA,37.05,-115.88,0.0,0.0,20.0,Weapons related,Lime,SHAFT,1966
USA,37.08,-116.13,0.0,0.0,20.0,Weapons related,Stutz,SHAFT,1966
USA,36.95,-116.01,0.0,0.0,20.0,Weapons related,Tomato,SHAFT,1966
USA,37.2,-116.45,0.0,70.0,70.0,Weapons related,Duryea,SHAFT,1966
USSR,49.86,78.2,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1966
USSR,47.9,47.7,0.0,1.1,1.1,Peaceful nuclear explosion,Nan,SHAFT,1966
USA,37.0,-116.0,0.0,1.4,1.4,Weapons related,Fenton,SHAFT,1966
USA,36.82,-115.96,0.0,0.0,20.0,Weapons effects testing,Pinstripe,SHAFT,1966
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Ochre,SHAFT,1966
USA,37.17,-115.96,0.0,0.0,20.0,Weapons related,Traveler,SHAFT,1966
USA,36.98,-116.04,0.0,12.0,12.0,Weapons related,Cyclamen,SHAFT,1966
USA,37.32,-116.32,0.0,73.0,73.0,Weapons related,Chartreuse,SHAFT,1966
USSR,49.74,77.95,0.0,4.0,4.0,Peaceful nuclear explosion,Nan,TUNNEL,1966
CHINA,41.5,89.0,0.0,250.0,250.0,Weapons related,Nan,AIRDROP,1966
USA,37.08,-116.14,0.0,0.0,20.0,Weapons related,Tapestry,SHAFT,1966
USA,37.09,-116.0,0.0,20.0,200.0,Weapons related,Piranha,SHAFT,1966
USA,37.11,-116.03,0.0,20.0,200.0,Weapons related,Dumont,SHAFT,1966
USA,37.16,-116.14,0.0,22.0,22.0,Weapons effects testing,Discus Thrower,SHAFT,1966
USA,37.2,-116.0,0.0,62.0,62.0,Weapons effects testing,Pile Driver,TUNNEL,1966
USA,37.03,-116.01,0.0,20.0,200.0,Weapons related,Tan,SHAFT,1966
USA,36.98,-116.03,0.0,0.0,20.0,Weapons related,Puce,SHAFT,1966
USA,37.0,-116.1,0.35,0.0,20.0,Weapons effects testing,Double Play,TUNNEL,1966
USA,37.0,-116.0,0.5,20.0,200.0,Weapons related,Kankakee,SHAFT,1966
USA,37.1,-116.1,0.0,25.0,25.0,Unknown classification,Vulcan,SHAFT,1966
USSR,49.92,78.06,0.0,20.0,150.0,Peaceful nuclear explosion,Nan,TUNNEL,1966
USA,37.32,-116.28,0.0,365.0,365.0,Weapons related,Halfbeak,SHAFT,1966
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Aldebaran,BARGE,1966
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Tamoure,AIRDROP,1966
USSR,50.0,78.0,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1966
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Ganymede,TOWER,1966
USA,37.0,-115.89,0.0,0.0,20.0,Unknown classification,Saxon,SHAFT,1966
USSR,49.83,78.05,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1966
USA,37.3,-116.0,0.0,0.0,20.0,Weapons related,Rovena,SHAFT,1966
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Tangerine,SHAFT,1966
USSR,50.5,77.86,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1966
USSR,49.9,77.92,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1966
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Betelgeuse,BALLOON,1966
USA,36.84,-115.92,0.0,7.8,7.8,Weapons effects testing,Derringer,SHAFT,1966
USA,37.13,-116.02,0.0,0.0,20.0,Weapons related,Daiquiri,SHAFT,1966
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Rigel,BARGE,1966
USA,37.12,-115.98,0.0,0.0,20.0,Weapons related,Newark,SHAFT,1966
USSR,38.8,64.5,0.0,30.0,30.0,Peaceful nuclear explosion,Nan,SHAFT,1966
FRANCE,-22.0,-139.0,0.0,200.0,1000.0,Weapons related,Sirius,BARGE,1966
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Khaki,SHAFT,1966
USSR,49.77,78.03,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1966
CHINA,41.5,89.0,0.0,12.0,12.0,Weapons related,Nan,ROCKET,1966
USSR,73.4,54.57,0.0,150.0,1500.0,Weapons related,Nan,TUNNEL,1966
USSR,73.0,55.0,0.0,150.0,1500.0,Weapons related,Nan,TUNNEL,1966
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1966
USA,37.17,-115.96,0.0,0.0,20.0,Unknown classification,Simms,SHAFT,1966
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Ajax,SHAFT,1966
USA,37.0,-116.07,0.0,0.0,20.0,Weapons effects testing,Ceeise,SHAFT,1966
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1966
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Vigil,SHAFT,1966
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1966
USA,31.0,-89.0,0.9,0.38,0.38,Unknown classification,Sterling,SHAFT,1966
USA,36.82,-115.96,0.0,0.0,20.0,Weapons effects testing,Newpoint,SHAFT,1966
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sidecar,SHAFT,1966
USSR,49.92,77.76,0.0,20.0,150.0,Peaceful nuclear explosion,Nan,SHAFT,1966
USA,37.32,-116.36,0.0,870.0,870.0,Weapons related,Greeley,SHAFT,1966
CHINA,41.5,89.0,0.0,122.0,122.0,Weapons related,Nan,TOWER,1966
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Rivet 1,SHAFT,1967
USA,37.14,-116.18,0.0,39.0,39.0,Weapons related,Nash,SHAFT,1967
USA,37.08,-116.01,0.0,20.0,200.0,Weapons related,Bourbon,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Rivet 2,SHAFT,1967
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1967
USA,37.11,-116.1,0.0,0.0,20.0,Weapons related,Ward,SHAFT,1967
USA,36.91,-115.91,0.0,0.0,20.0,Weapons related,Persimmon,SHAFT,1967
USA,37.16,-116.07,0.0,20.0,200.0,Weapons related,Agile,SHAFT,1967
USSR,49.79,78.14,0.0,20.0,150.0,Flight (missile) system tests,Nan,TUNNEL,1967
USA,37.11,-116.11,0.0,0.0,20.0,Weapons related,Rivet Iii,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Mushroom,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Fizz,SHAFT,1967
USSR,49.78,78.06,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Oakland,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hellman,SHAFT,1967
USA,36.92,-116.42,0.0,0.0,20.0,Weapons related,Fawn,SHAFT,1967
USSR,49.76,78.23,0.0,20.0,150.0,Peaceful nuclear explosion,Nan,TUNNEL,1967
USA,36.98,-116.08,0.0,0.0,20.0,Weapons related,Chocolate,SHAFT,1967
USA,37.1,-116.1,0.0,0.0,20.0,Weapons related,Effendi,SHAFT,1967
USA,37.04,-116.02,0.0,20.0,200.0,Weapons related,Mickey,SHAFT,1967
USA,37.16,-116.06,0.0,250.0,250.0,Weapons related,Commodore,SHAFT,1967
USA,37.27,-116.35,0.0,155.0,155.0,Weapons related,Scotch,SHAFT,1967
USA,37.21,-116.5,0.0,76.0,76.0,Weapons related,Knickerbocker,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Absinthe,SHAFT,1967
USSR,49.81,78.11,0.0,0.0,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1967
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Altair,BALLOON,1967
CHINA,40.8,89.4,0.0,3300.0,3300.0,Weapons related,Nan,AIRDROP,1967
USA,37.0,-115.95,0.0,0.0,20.0,Unknown classification,Switch,SHAFT,1967
USA,37.15,-116.23,0.0,0.0,20.0,Weapons effects testing,Midimist,TUNNEL,1967
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Antares,BALLOON,1967
USSR,49.87,78.1,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1967
USA,37.0,-116.06,0.0,10.0,10.0,Weapons effects testing,Umber,SHAFT,1967
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Arcturus,BARGE,1967
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Vito,SHAFT,1967
USSR,49.88,78.16,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1967
USA,37.07,-116.04,0.0,20.0,200.0,Weapons related,Stanley,SHAFT,1967
USSR,49.82,78.05,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1967
USA,37.01,-116.15,0.0,0.0,20.0,Weapons related,Gibson,SHAFT,1967
USA,37.18,-116.05,0.0,0.0,20.0,Weapons related,Washer,SHAFT,1967
USA,36.96,-116.04,0.0,0.0,20.0,Weapons related,Bordeaux,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Lexington,SHAFT,1967
USA,37.12,-116.12,0.0,0.0,20.0,Weapons effects testing,Door Mist,TUNNEL,1967
USSR,50.0,78.0,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1967
USA,37.07,-116.07,0.0,20.0,200.0,Weapons effects testing,Yard,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gilroy,SHAFT,1967
USSR,50.01,77.8,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1967
USA,37.0,-116.12,0.0,2.2,2.2,Unknown classification,Marvel,SHAFT,1967
USSR,50.02,77.72,0.0,10.0,10.0,Weapons related,Nan,SHAFT,1967
USA,37.1,-116.0,0.0,20.0,200.0,Weapons related,Zaza,SHAFT,1967
USSR,57.69,65.27,0.0,0.3,0.3,Peaceful nuclear explosion,Tavda,SHAFT,1967
USSR,49.8,78.03,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1967
USA,37.09,-116.03,0.0,20.0,200.0,Weapons related,Anpher,SHAFT,1967
USSR,73.4,54.42,0.0,20.0,1500.0,Weapons related,Nan,TUNNEL,1967
USA,36.99,-116.03,0.0,0.0,20.0,Weapons related,Sazerac,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Cognac,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Worth,SHAFT,1967
USSR,49.81,78.02,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1967
USA,37.02,-116.06,0.0,0.0,20.0,Weapons related,Cobbler,SHAFT,1967
USSR,49.93,77.4,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1967
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Polka,SHAFT,1967
USSR,49.88,78.21,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1967
USA,36.67,-107.17,0.0,29.0,29.0,Unknown classification,Gasbuggy,SHAFT,1967
USA,37.01,-116.07,0.0,0.0,20.0,Weapons related,Stilt,SHAFT,1967
CHINA,41.5,89.0,0.0,15.0,25.0,Weapons related,Nan,AIRDROP,1967
USSR,49.74,78.32,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1968
USA,37.23,-116.19,0.0,7.4,7.4,Weapons effects testing,Hupmobile,SHAFT,1968
USA,37.18,-114.12,0.0,20.0,200.0,Weapons related,Staccato,SHAFT,1968
USA,38.65,-116.2,0.0,200.0,1000.0,Weapons related,Faultless,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Brush,SHAFT,1968
USA,37.24,-116.45,0.0,2.3,2.3,Unknown classification,Cabriolet,CRATER,1968
USA,36.89,-116.12,0.0,0.0,20.0,Weapons related,Mallet,SHAFT,1968
USA,37.1,-116.02,0.0,20.0,200.0,Weapons related,Knox,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Torch,SHAFT,1968
USA,37.12,-116.2,0.0,0.0,20.0,Weapons effects testing,Dorsalfin,TUNNEL,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Russet,SHAFT,1968
USA,37.03,-116.38,0.0,1.1,1.1,Unknown classification,Buggy A-E,CRATER,1968
USA,37.0,-116.0,0.2,1.5,1.5,Weapons related,Pommard,SHAFT,1968
USA,37.3,-116.27,0.0,20.0,200.0,Weapons related,Stinger,SHAFT,1968
USA,36.83,-115.93,0.0,0.0,20.0,Weapons effects testing,Milk Shake,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bevel,SHAFT,1968
USA,37.12,-116.08,0.0,0.0,200.0,Weapons related,Noor/Throw,SHAFT,1968
USA,37.1,-116.07,0.0,20.0,200.0,Weapons related,Shuffle,SHAFT,1968
USA,37.44,-116.19,0.0,0.0,20.0,Unknown classification,Scroll,SHAFT,1968
USSR,49.84,78.07,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1968
USA,37.31,-116.41,0.0,1300.0,1300.0,Weapons related,Boxcar,SHAFT,1968
USA,37.0,-115.99,0.0,0.0,20.0,Weapons related,Hatchet,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Crock,SHAFT,1968
USA,37.1,-116.06,0.0,20.0,200.0,Weapons related,Clarksmobile,SHAFT,1968
USSR,0.0,0.0,0.0,47.0,47.0,Peaceful nuclear explosion,Nan,SHAFT,1968
USSR,0.0,0.0,0.0,0.0,0.001,Weapons related,Nan,TUNNEL,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Adze,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Wembley,SHAFT,1968
USA,37.2,-116.07,0.0,0.0,20.0,Weapons related,Tub A-F,SHAFT,1968
USSR,49.8,78.13,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1968
USA,37.26,-116.27,0.0,20.0,200.0,Weapons related,Rickey,SHAFT,1968
USSR,49.96,79.05,0.0,0.001,20.0,Flight (missile) system tests,Nan,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Funnel,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sevilla,SHAFT,1968
USA,37.18,-116.48,0.0,20.0,200.0,Weapons related,Chateaugay,SHAFT,1968
USSR,47.85,47.72,0.0,27.0,27.0,Peaceful nuclear explosion,Nan,SHAFT,1968
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Capella,BALLOON,1968
USSR,49.77,78.09,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1968
FRANCE,-22.0,-139.0,0.0,0.0,1000.0,Weapons related,Castor,BALLOON,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Spud,SHAFT,1968
USA,37.07,-116.07,0.0,20.0,200.0,Weapons related,Tanya,SHAFT,1968
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Pollux,BALLOON,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Imp,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Rack,SHAFT,1968
USSR,50.0,78.02,0.0,0.0,20.0,Weapons related,Nan,TUNNEL,1968
USA,36.85,-115.9,0.0,0.0,20.0,Weapons effects testing,Dianamoon,SHAFT,1968
USA,37.28,-116.29,0.0,20.0,200.0,Weapons related,Sled,SHAFT,1968
USSR,49.75,78.15,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1968
USA,37.21,-116.08,0.0,20.0,200.0,Weapons related,Noggin,SHAFT,1968
USA,36.88,-115.91,0.0,0.0,20.0,Weapons related,Knife A,SHAFT,1968
USA,37.05,-116.13,0.0,20.0,200.0,Unknown classification,Stoddard,SHAFT,1968
USA,37.17,-116.27,0.0,0.0,20.0,Weapons effects testing,Hudson Seal,TUNNEL,1968
USSR,49.82,78.18,0.0,60.0,60.0,Weapons effects testing,Nan,TUNNEL,1968
USA,37.02,-115.94,0.0,0.0,20.0,Weapons related,Knife C,SHAFT,1968
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Welder,SHAFT,1968
